SCHEMECODE,S_NAME,CATEGORY_CODE,CATEGORY_NAME,_3Rt,std,INCRET
"47947","WOC Multi Asset Allocation Fund(G)-Direct Plan","54","Hybrid - Multi Asset Allocation","","5.7","19.1"
"7144","UTI Multi Asset Allocation Fund-Reg(IDCW)","54","Hybrid - Multi Asset Allocation","19.9","10.1","12.8"
"31760","Aditya Birla SL Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","12.9","14.9","15.0"
"49911","Angel One Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","","10.2","6.0"
"406","Aditya Birla SL Nifty 50 Index Fund-Reg(IDCW-Reinv)","7","Index Funds - Nifty","12.9","14.9","15.0"
"407","Aditya Birla SL Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.9","14.9","15.1"
"18260","Aditya Birla SL Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","12.6"
"49842","Angel One Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","","10.2","5.8"
"46069","Axis Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.3","14.8","12.0"
"49847","Bajaj Finserv Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","","10.5","5.1"
"19980","Bandhan Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.3","14.8","13.1"
"18559","Bandhan Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","13.2"
"45701","Axis Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","13.0","14.8","11.7"
"49877","Bajaj Finserv Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","","10.5","5.1"
"46070","Axis Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.3","14.8","12.0"
"46068","Axis Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","13.0","14.8","11.7"
"49878","Bajaj Finserv Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","","10.5","5.4"
"49879","Bajaj Finserv Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","","10.5","5.4"
"43648","Bandhan Nifty 50 Index Fund(IDCW-Reinv)-Direct Plan","7","Index Funds - Nifty","13.3","14.8","13.1"
"41180","Baroda BNP Paribas Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","","14.9","11.0"
"48426","Baroda BNP Paribas Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","","14.9","11.5"
"48425","Baroda BNP Paribas Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","","14.9","11.5"
"9078","Bandhan Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.7","14.8","11.7"
"9079","Bandhan Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","12.7","14.8","11.7"
"42616","DSP NIFTY 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","14.8"
"40708","Bandhan Nifty 50 Index Fund-Reg(IDCW-Reinv)","7","Index Funds - Nifty","12.7","14.8","11.7"
"42617","DSP NIFTY 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","14.8"
"48424","Baroda BNP Paribas Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","","14.9","11.0"
"43502","DSP NIFTY 50 Index Fund(IDCW-Reinv)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","14.8"
"42615","DSP NIFTY 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","13.0","14.9","14.6"
"43501","DSP NIFTY 50 Index Fund-Reg(IDCW-Reinv)","7","Index Funds - Nifty","13.0","14.9","14.6"
"45957","Edelweiss Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.7","14.9","9.9"
"45752","Franklin India NSE Nifty 50 Index Fund(IDCW Payout)","7","Index Funds - Nifty","12.8","14.9","12.8"
"45959","Edelweiss Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","10.6"
"45958","Edelweiss Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","12.7","14.9","12.0"
"45960","Edelweiss Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","10.4"
"942","Franklin India NSE Nifty 50 Index Fund(G)","7","Index Funds - Nifty","12.8","14.9","12.8"
"41642","DSP NIFTY 50 Index Fund-Reg(G)","7","Index Funds - Nifty","13.0","14.9","14.6"
"19168","Franklin India NSE Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","12.8"
"1282","HDFC Nifty 50 Index Fund(G)","7","Index Funds - Nifty","13.0","14.9","14.6"
"50082","Groww Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","","10.0","3.4"
"50083","Groww Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","","10.0","3.4"
"50018","Groww Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","","10.0","3.2"
"941","Franklin India NSE Nifty 50 Index Fund(IDCW)","7","Index Funds - Nifty","12.8","14.9","12.8"
"50081","Groww Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","","10.0","3.2"
"45781","Franklin India NSE Nifty 50 Index Fund(IDCW Payout)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","12.8"
"18143","Franklin India NSE Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","12.8"
"44940","HSBC Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","22.1"
"44941","HSBC Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","22.1"
"18068","HDFC Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","13.1"
"44973","HSBC Nifty 50 Index Fund(IDCW-Payout)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","22.1"
"12633","HDFC Nifty 50 Index Fund(G)(Post Addendum)","7","Index Funds - Nifty","13.0","14.9","14.6"
"44964","HSBC Nifty 50 Index Fund-Reg(IDCW-Payout)","7","Index Funds - Nifty","12.9","14.9","21.7"
"44938","HSBC Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.9","14.9","21.7"
"44939","HSBC Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","12.9","14.9","21.7"
"35622","ICICI Pru Nifty 50 Index Fund(IDCW Payout)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","13.6"
"18500","ICICI Pru Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","13.1"
"33655","ICICI Pru Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","13.6"
"1623","ICICI Pru Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","13.0","14.9","14.7"
"33750","ICICI Pru Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","13.0","14.9","13.1"
"45556","Kotak Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.8","14.9","12.6"
"45559","Kotak Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.1","14.9","12.9"
"50149","JioBlackRock Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","","9.4","4.2"
"45558","Kotak Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.1","14.9","12.9"
"2129","LIC MF Nifty 50 Index Fund(G)","7","Index Funds - Nifty","12.2","14.9","12.8"
"45557","Kotak Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","12.8","14.9","12.6"
"43625","ICICI Pru Nifty 50 Index Fund-Reg(IDCW Payout)","7","Index Funds - Nifty","13.0","14.9","13.1"
"45568","Kotak Nifty 50 Index Fund-Reg(IDCW Payout)","7","Index Funds - Nifty","12.8","14.9","12.6"
"45569","Kotak Nifty 50 Index Fund(IDCW Payout)-Direct Plan","7","Index Funds - Nifty","13.1","14.9","12.9"
"2128","LIC MF Nifty 50 Index Fund(IDCW)","7","Index Funds - Nifty","12.2","14.9","11.1"
"18723","LIC MF Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.1","14.9","12.7"
"18724","LIC MF Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.1","14.9","12.7"
"49265","Mirae Asset Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","","14.9","6.9"
"49266","Mirae Asset Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","","14.9","6.9"
"48894","Mirae Asset Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","","14.9","6.3"
"49264","Mirae Asset Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","","14.9","6.3"
"44366","Motilal Oswal Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.8","14.9","14.2"
"44367","Motilal Oswal Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","14.7"
"45615","Navi Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","13.0"
"45614","Navi Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","13.1","14.9","12.7"
"19492","Nippon India Index Fund-Nifty 50 Plan(A-IDCW)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","12.8"
"12864","Nippon India Index Fund-Nifty 50 Plan(A-IDCW)","7","Index Funds - Nifty","12.9","14.9","10.1"
"19493","Nippon India Index Fund-Nifty 50 Plan(B)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","13.0"
"12861","Nippon India Index Fund-Nifty 50 Plan(B)","7","Index Funds - Nifty","12.9","14.9","10.3"
"18854","Nippon India Index Fund-Nifty 50 Plan(G)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","13.0"
"19491","Nippon India Index Fund-Nifty 50 Plan(H-IDCW)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","12.8"
"12860","Nippon India Index Fund-Nifty 50 Plan(G)","7","Index Funds - Nifty","12.9","14.9","10.3"
"12863","Nippon India Index Fund-Nifty 50 Plan(H-IDCW)","7","Index Funds - Nifty","12.9","14.9","10.1"
"12862","Nippon India Index Fund-Nifty 50 Plan(Q-IDCW)","7","Index Funds - Nifty","12.9","14.9","10.1"
"18999","SBI Nifty Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","12.8"
"19494","Nippon India Index Fund-Nifty 50 Plan(Q-IDCW)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","12.8"
"35692","SBI Nifty Index Fund(IDCW-Payout)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","12.8"
"2782","SBI Nifty Index Fund-Reg(G)","7","Index Funds - Nifty","12.9","14.9","14.0"
"18998","SBI Nifty Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","12.8"
"43746","SBI Nifty Index Fund-Reg(IDCW-Payout)","7","Index Funds - Nifty","12.9","14.9","15.7"
"19203","Tata NIFTY 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.2","14.9","13.2"
"2781","SBI Nifty Index Fund-Reg(IDCW)","7","Index Funds - Nifty","12.9","14.9","15.7"
"19463","Taurus Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","12.4","14.8","12.8"
"50325","Taurus Nifty 50 Index Fund(IDCW Reinvest)-Direct Plan","7","Index Funds - Nifty","12.4","14.9","12.7"
"3247","Tata NIFTY 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.8","14.9","15.4"
"8151","Taurus Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","12.1","14.8","10.9"
"50324","Taurus Nifty 50 Index Fund-Reg(IDCW Reinvest)","7","Index Funds - Nifty","12.1","14.8","10.9"
"19462","Taurus Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","12.4","14.9","12.7"
"19148","UTI Nifty 50 Index Fund(IDCW)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","13.1"
"3641","UTI Nifty 50 Index Fund-Reg(G)","7","Index Funds - Nifty","13.1","14.9","11.9"
"3642","UTI Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","13.1","14.9","11.9"
"8152","Taurus Nifty 50 Index Fund-Reg(IDCW)","7","Index Funds - Nifty","12.1","14.8","10.9"
"50260","Zerodha Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","","12.8","3.0"
"19149","UTI Nifty 50 Index Fund(G)-Direct Plan","7","Index Funds - Nifty","13.3","14.9","13.1"
"46362","Aditya Birla SL Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.3","21.3","15.8"
"46363","Aditya Birla SL Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.3","21.3","15.7"
"46236","Axis Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.5","21.1","15.4"
"46237","Axis Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.5","21.1","15.4"
"45702","Axis Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","16.7","21.1","14.6"
"46360","Aditya Birla SL Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","16.6","21.3","15.0"
"46361","Aditya Birla SL Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","16.6","21.3","15.0"
"49837","Bajaj Finserv Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","","15.4","11.0"
"49862","Bajaj Finserv Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","","15.4","11.4"
"49861","Bajaj Finserv Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","","15.4","11.4"
"46235","Axis Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","16.7","21.1","14.6"
"49860","Bajaj Finserv Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","","15.4","11.0"
"49614","Bandhan Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","","18.8","21.9"
"43504","DSP NIFTY Next 50 Index Fund(IDCW-Reinv)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.3","16.2"
"42619","DSP NIFTY Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.3","16.2"
"49663","Bandhan Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","","18.8","22.6"
"42620","DSP NIFTY Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.3","16.2"
"41641","DSP NIFTY Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","17.2","21.3","15.9"
"42618","DSP NIFTY Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","17.2","21.3","15.9"
"47173","Edelweiss Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","","21.2","17.7"
"43503","DSP NIFTY Next 50 Index Fund-Reg(IDCW-Reinv)","78","Index Funds - Nifty Next 50","17.2","21.3","15.9"
"50198","Groww Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","","12.7","3.0"
"47171","Edelweiss Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","","21.2","16.9"
"47172","Edelweiss Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","","21.2","16.9"
"50199","Groww Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","","12.7","3.0"
"47174","Edelweiss Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","","21.2","17.7"
"45986","HDFC NIFTY Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.3","21.3","13.2"
"50134","Groww Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","","12.7","2.8"
"50197","Groww Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","","12.7","2.8"
"44937","HSBC Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.3","21.3","22.1"
"33548","HSBC Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","16.8","21.3","21.6"
"44936","HSBC Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.3","21.3","22.1"
"45985","HDFC NIFTY Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","16.9","21.3","12.7"
"47153","HSBC Nifty Next 50 Index Fund(IDCW Payout)-Direct Plan","78","Index Funds - Nifty Next 50","17.3","21.3","22.1"
"44935","HSBC Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","16.8","21.3","21.6"
"49793","HSBC Nifty Next 50 Index Fund-Reg(IDCW Payout)","78","Index Funds - Nifty Next 50","16.8","21.3","21.6"
"11889","ICICI Pru Nifty Next 50 Index Fund(G)","78","Index Funds - Nifty Next 50","17.0","21.3","12.5"
"18506","ICICI Pru Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.4","21.3","14.8"
"11890","ICICI Pru Nifty Next 50 Index Fund(IDCW)","78","Index Funds - Nifty Next 50","17.0","21.3","12.5"
"41328","ICICI Pru Nifty Next 50 Index Fund(IDCW-Payout)","78","Index Funds - Nifty Next 50","17.0","21.3","12.5"
"35561","ICICI Pru Nifty Next 50 Index Fund(IDCW-Payout)-Direct Plan","78","Index Funds - Nifty Next 50","17.4","21.3","14.7"
"19995","ICICI Pru Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.4","21.3","14.7"
"45417","Kotak Nifty Next 50 Index Fund(IDCW-Payout)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.2","16.4"
"45331","Kotak Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.2","16.4"
"50145","JioBlackRock Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","","12.4","3.5"
"45332","Kotak Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.2","16.4"
"44443","Kotak Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","17.0","21.2","15.8"
"45330","Kotak Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","17.0","21.2","15.8"
"45416","Kotak Nifty Next 50 Index Fund-Reg(IDCW-Payout)","78","Index Funds - Nifty Next 50","17.0","21.2","15.8"
"12836","LIC MF Nifty Next 50 Index Fund(G)","78","Index Funds - Nifty Next 50","16.8","21.2","11.5"
"18532","LIC MF Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.4","21.2","14.7"
"12837","LIC MF Nifty Next 50 Index Fund(IDCW)","78","Index Funds - Nifty Next 50","16.8","21.2","11.5"
"45860","Navi Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","16.8","21.3","13.5"
"46186","Navi Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.5","21.3","14.1"
"18531","LIC MF Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.4","21.2","14.7"
"46613","SBI Nifty Next 50 Index Fund(IDCW Payout)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.2","15.7"
"44369","Motilal Oswal Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.3","16.8"
"44368","Motilal Oswal Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","16.8","21.3","16.0"
"45549","SBI Nifty Next 50 Index Fund-Reg(IDCW Payout)","78","Index Funds - Nifty Next 50","17.0","21.2","15.2"
"50279","Tata Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","","11.6","2.5"
"45531","SBI Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.2","15.7"
"45529","SBI Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","17.0","21.2","15.2"
"45532","SBI Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.2","15.7"
"45530","SBI Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","17.0","21.2","15.2"
"50391","Tata Nifty Next 50 Index Fund(IDCW Payout)-Direct Plan","78","Index Funds - Nifty Next 50","","11.6","2.5"
"50280","Tata Nifty Next 50 Index Fund(IDCW)-Direct Plan","78","Index Funds - Nifty Next 50","","11.6","2.5"
"50390","Tata Nifty Next 50 Index Fund-Reg(IDCW Payout)","78","Index Funds - Nifty Next 50","","11.6","2.4"
"50278","Tata Nifty Next 50 Index Fund-Reg(IDCW)","78","Index Funds - Nifty Next 50","","11.6","2.4"
"50118","Aditya Birla SL BSE 500 Momentum 50 Index Fund(G)-Direct Plan","79","Index Funds - Other","","12.0","4.6"
"50239","Tata Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","","11.6","2.4"
"38439","UTI Nifty Next 50 Index Fund-Reg(G)","78","Index Funds - Nifty Next 50","17.1","21.3","13.1"
"39626","UTI Nifty Next 50 Index Fund(G)-Direct Plan","78","Index Funds - Nifty Next 50","17.6","21.3","13.7"
"50119","Aditya Birla SL BSE 500 Momentum 50 Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","","12.0","4.6"
"50115","Aditya Birla SL BSE 500 Quality 50 Index Fund(G)-Direct Plan","79","Index Funds - Other","","11.9","5.2"
"50025","Aditya Birla SL BSE 500 Momentum 50 Index Fund-Reg(G)","79","Index Funds - Other","","12.0","4.4"
"50116","Aditya Birla SL BSE 500 Quality 50 Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","","11.9","5.2"
"50026","Aditya Birla SL BSE 500 Quality 50 Index Fund-Reg(G)","79","Index Funds - Other","","11.9","5.0"
"50117","Aditya Birla SL BSE 500 Momentum 50 Index Fund-Reg(IDCW)","79","Index Funds - Other","","12.0","4.4"
"50114","Aditya Birla SL BSE 500 Quality 50 Index Fund-Reg(IDCW)","79","Index Funds - Other","","11.9","5.0"
"49355","Aditya Birla SL BSE India Infrastructure Index Fund-Reg(G)","79","Index Funds - Other","","25.2","-6.7"
"49357","Aditya Birla SL BSE India Infrastructure Index Fund(G)-Direct Plan","79","Index Funds - Other","","25.2","-6.1"
"49358","Aditya Birla SL BSE India Infrastructure Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","","25.2","-6.1"
"45579","Aditya Birla SL Nifty 50 Equal Weight Index Fund(IDCW Reinv)-Direct Plan","79","Index Funds - Other","17.3","15.8","15.7"
"49356","Aditya Birla SL BSE India Infrastructure Index Fund-Reg(IDCW)","79","Index Funds - Other","","25.2","-6.7"
"45546","Aditya Birla SL Nifty 50 Equal Weight Index Fund(G)-Direct Plan","79","Index Funds - Other","17.3","15.8","15.7"
"45578","Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(IDCW Reinvest)","79","Index Funds - Other","16.5","15.8","15.0"
"45547","Aditya Birla SL Nifty 50 Equal Weight Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","17.3","15.8","15.7"
"49044","Aditya Birla SL Nifty India Defence Index Fund-Reg(G)","79","Index Funds - Other","","36.0","14.3"
"44741","Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G)","79","Index Funds - Other","16.5","15.8","15.0"
"49065","Aditya Birla SL Nifty India Defence Index Fund(G)-Direct Plan","79","Index Funds - Other","","36.0","15.1"
"49064","Aditya Birla SL Nifty India Defence Index Fund-Reg(IDCW)","79","Index Funds - Other","","36.0","14.2"
"45545","Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(IDCW)","79","Index Funds - Other","16.5","15.8","15.0"
"45431","Aditya Birla SL Nifty Midcap 150 Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","23.7","20.8","22.2"
"49066","Aditya Birla SL Nifty India Defence Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","","36.0","15.1"
"44738","Aditya Birla SL Nifty Midcap 150 Index Fund-Reg(G)","79","Index Funds - Other","23.0","20.7","21.4"
"45430","Aditya Birla SL Nifty Midcap 150 Index Fund(G)-Direct Plan","79","Index Funds - Other","23.7","20.8","22.2"
"45429","Aditya Birla SL Nifty Midcap 150 Index Fund-Reg(IDCW)","79","Index Funds - Other","23.0","20.7","21.4"
"45475","Aditya Birla SL Nifty Midcap 150 Index Fund-Reg(IDCW Reinv)","79","Index Funds - Other","23.0","20.7","21.4"
"45407","Aditya Birla SL Nifty Smallcap 50 Index Fund(G)-Direct Plan","79","Index Funds - Other","26.5","24.9","18.2"
"45518","Aditya Birla SL Nifty Midcap 150 Index Fund(IDCW-Reinv)-Direct Plan","79","Index Funds - Other","23.7","20.8","22.2"
"46028","Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(IDCW Reinvest)","79","Index Funds - Other","25.8","24.9","17.5"
"45406","Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(IDCW)","79","Index Funds - Other","25.8","24.9","17.5"
"44737","Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(G)","79","Index Funds - Other","25.8","24.9","17.5"
"44211","Axis Nifty 100 Index Fund(G)-Direct Plan","79","Index Funds - Other","13.6","15.3","15.2"
"45543","Aditya Birla SL Nifty Smallcap 50 Index Fund(IDCW Reinv)-Direct Plan","79","Index Funds - Other","26.5","24.9","18.2"
"45408","Aditya Birla SL Nifty Smallcap 50 Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","26.5","24.9","18.2"
"48963","Axis Nifty 500 Index Fund-Reg(G)","79","Index Funds - Other","","16.3","2.3"
"43785","Axis Nifty 100 Index Fund-Reg(G)","79","Index Funds - Other","12.7","15.3","14.3"
"44210","Axis Nifty 100 Index Fund-Reg(IDCW)","79","Index Funds - Other","12.7","15.3","14.3"
"44212","Axis Nifty 100 Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","13.6","15.3","15.2"
"48979","Axis Nifty 500 Index Fund(G)-Direct Plan","79","Index Funds - Other","","16.3","3.2"
"49648","Angel One Nifty Total Market Index Fund(G)-Direct Plan","79","Index Funds - Other","","15.8","20.5"
"49647","Angel One Nifty Total Market Index Fund-Reg(G)","79","Index Funds - Other","","15.7","19.9"
"48835","Axis Nifty Bank Index Fund(G)-Direct Plan","79","Index Funds - Other","","15.7","13.5"
"48836","Axis Nifty Bank Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","","15.7","13.5"
"48680","Axis Nifty Bank Index Fund-Reg(G)","79","Index Funds - Other","","15.7","12.5"
"48834","Axis Nifty Bank Index Fund-Reg(IDCW)","79","Index Funds - Other","","15.7","12.5"
"47983","Axis NIFTY IT Index Fund-Reg(G)","79","Index Funds - Other","","25.7","9.8"
"47986","Axis NIFTY IT Index Fund(IDCW)-Direct Plan","79","Index Funds - Other","","25.7","10.5"
"47985","Axis NIFTY IT Index Fund(G)-Direct Plan","79","Index Funds - Other","","25.7","10.5"
"47984","Axis NIFTY IT Index Fund-Reg(IDCW)","79","Index Funds - Other","","25.7","9.8"
"46461","Axis Nifty Midcap 50 Index Fund(G)-Direct Plan","79","Index Funds - Other","25.9","21.4","22.6"
